Alarm Date,Incident Type,Estimated Property Loss,Estimated Content Loss,District,Zip,Property Use
,,,,,,
12/26/2020,113,0,0,11,2135,400
,,,,,,
12/26/2020,731,0,0,9,2115,629
,,,,,,
12/26/2020,553,0,0,8,2124,419
,,,,,,
12/26/2020,611,0,0,7,2125,    
,,,,,,
12/26/2020,712,0,0,3,2113,213
,,,,,,
12/26/2020,745,0,0,7,2125,429
,,,,,,
12/26/2020,553,0,0,11,2135,439
,,,,,,
12/26/2020,424,0,0,6,2127,429
,,,,,,
12/26/2020,743,0,0,3,2114,400
,,,,,,
12/26/2020,500,0,0,9,2130,900
,,,,,,
12/26/2020,511,0,0,9,2130,    
,,,,,,
12/26/2020,553,0,0,8,2124,429
,,,,,,
12/26/2020,500,0,0,11,2135,429
,,,,,,
12/26/2020,611,0,0,6,2118,    
,,,,,,
12/26/2020,745,0,0,4,2116,    
,,,,,,
12/26/2020,553,0,0,9,2119,429
,,,,,,
12/26/2020,424,0,0,6,2127,419
,,,,,,
12/26/2020,551,0,0,7,2121,962
,,,,,,
12/26/2020,111,10000,1000,12,2132,419
,,,,,,
12/26/2020,651,0,0,4,2116,900
,,,,,,
12/26/2020,743,0,0,4,2118,429
,,,,,,
12/26/2020,511,0,0,3,2111,    
,,,,,,
12/26/2020,735,0,0,3,2110,599
,,,,,,
12/26/2020,424,0,0,6,2127,429
,,,,,,
12/26/2020,553,0,0,7,2121,900
,,,,,,
12/26/2020,150,0,0,3,2114,    
,,,,,,
12/27/2020,522,0,0,8,2126,419
,,,,,,
12/27/2020,621,0,0,3,2129,0
,,,,,,
12/27/2020,714,0,0,12,2136,419
,,,,,,
12/27/2020,611,0,0,7,2125,    
,,,,,,
12/27/2020,735,0,0,9,2121,429
,,,,,,
12/27/2020,553,0,0,4,2116,    
,,,,,,
12/27/2020,611,0,0,7,2125,    
,,,,,,
12/27/2020,552,0,0,11,2135,400
,,,,,,
12/27/2020,424,0,0,8,2126,429
,,,,,,
12/27/2020,522,0,0,1,2128,419
,,,,,,
12/27/2020,553,0,0,6,2127,900
,,,,,,
12/27/2020,735,0,0,9,2130,419
,,,,,,
12/27/2020,600,0,0,8,2124,459
,,,,,,
12/27/2020,151,0,0,7,2121,960
,,,,,,
12/27/2020,744,0,0,4,2118,429
,,,,,,
12/27/2020,743,0,0,7,2125,429
,,,,,,
12/27/2020,745,0,0,12,2132,429
,,,,,,
12/27/2020,553,0,0,12,2131,962
,,,,,,
12/27/2020,553,0,0,4,2116,519
,,,,,,
12/27/2020,711,0,0,12,2132,960
,,,,,,
12/27/2020,611,0,0,11,2135,    
,,,,,,
12/27/2020,641,0,0,12,2132,888
,,,,,,
12/27/2020,711,0,0,12,2132,888
,,,,,,
12/27/2020,553,0,0,12,2136,960
,,,,,,
12/27/2020,553,0,0,12,2132,400
,,,,,,
12/27/2020,745,0,0,12,2132,429
,,,,,,
12/27/2020,554,0,0,3,2129,429
,,,,,,
12/27/2020,611,0,0,8,2124,    
,,,,,,
12/27/2020,550,0,0,6,2127,429
,,,,,,
12/27/2020,553,0,0,9,2121,429
,,,,,,
12/27/2020,553,0,0,3,2114,449
,,,,,,
12/27/2020,553,0,0,3,2129,962
,,,,,,
12/27/2020,745,0,0,7,2124,429
,,,,,,
12/27/2020,553,0,0,4,2215,900
,,,,,,
12/27/2020,553,0,0,1,2128,900
,,,,,,
12/27/2020,550,0,0,11,2135,331
,,,,,,
12/27/2020,611,0,0,6,2210,    
,,,,,,
12/27/2020,745,0,0,3,2109,500
,,,,,,
12/27/2020,113,0,0,7,2122,429
,,,,,,
12/27/2020,113,0,0,4,2118,429
,,,,,,
12/27/2020,745,0,0,9,2130,569
,,,,,,
12/27/2020,554,0,0,1,2128,400
,,,,,,
12/27/2020,113,0,500,6,2210,429
,,,,,,
12/27/2020,600,0,0,12,2136,500
,,,,,,
12/27/2020,113,0,0,4,2118,161
,,,,,,
12/27/2020,651,0,0,7,2125,429
,,,,,,
12/27/2020,553,0,0,3,2111,960
,,,,,,
12/27/2020,553,0,0,7,2119,    
,,,,,,
12/27/2020,715,0,0,7,2122,419
,,,,,,
12/27/2020,553,0,0,3,2109,429
,,,,,,
12/27/2020,412,0,0,3,2113,960
,,,,,,
12/27/2020,542,0,0,6,2118,361
,,,,,,
12/27/2020,553,0,0,6,2127,429
,,,,,,
12/27/2020,554,0,0,1,2128,400
,,,,,,
12/27/2020,553,0,0,11,2134,946
,,,,,,
12/27/2020,554,0,0,9,2119,429
,,,,,,
12/27/2020,743,0,0,7,2119,648
,,,,,,
12/27/2020,553,0,0,11,2134,940
,,,,,,
12/27/2020,553,0,0,3,2113,960
,,,,,,
12/27/2020,510,0,0,9,2120,400
,,,,,,
12/27/2020,553,0,0,11,2134,429
,,,,,,
12/27/2020,714,0,0,4,2111,592
,,,,,,
12/27/2020,743,0,0,11,2135,429
,,,,,,
12/27/2020,552,0,0,7,2125,429
,,,,,,
12/27/2020,552,0,0,11,2134,429
,,,,,,
12/27/2020,118,0,0,4,2116,429
,,,,,,
12/27/2020,113,0,0,4,2111,429
,,,,,,
12/27/2020,113,0,0,7,2121,429
,,,,,,
12/27/2020,522,0,0,9,2115,400
,,,,,,
12/27/2020,714,0,0,12,2136,429
,,,,,,
12/27/2020,118,0,0,4,2116,429
,,,,,,
12/27/2020,736,0,0,11,2135,429
,,,,,,
12/27/2020,113,0,0,12,2136,429
,,,,,,
12/27/2020,114,0,0,3,2109,429
,,,,,,
12/27/2020,745,0,0,1,2128,429
,,,,,,
12/27/2020,746,0,0,11,2135,429
,,,,,,
12/27/2020,118,300,300,12,2136,429
,,,,,,
12/27/2020,553,0,0,7,2121,400
,,,,,,
12/27/2020,743,0,0,6,2125,429
,,,,,,
12/27/2020,745,0,0,1,2128,429
,,,,,,
12/27/2020,700,0,0,6,2127,140
,,,,,,
12/27/2020,522,0,0,7,2118,429
,,,,,,
12/27/2020,413,0,0,9,2120,963
,,,,,,
12/27/2020,500,0,0,8,2124,960
,,,,,,
12/27/2020,522,0,0,11,2134,429
,,,,,,
12/27/2020,554,0,0,11,2135,429
,,,,,,
12/28/2020,445,0,0,7,2125,429
,,,,,,
12/28/2020,553,0,0,6,2210,900
,,,,,,
12/28/2020,553,0,0,4,2111,900
,,,,,,
12/28/2020,745,0,0,6,2127,429
,,,,,,
12/28/2020,553,0,0,8,2126,900
,,,,,,
12/28/2020,500,0,0,4,2120,0
,,,,,,
12/28/2020,151,0,0,4,2215,807
,,,,,,
12/28/2020,553,0,0,7,2121,429
,,,,,,
12/28/2020,440,0,0,11,2135,331
,,,,,,
12/28/2020,745,0,0,3,2114,500
,,,,,,
12/28/2020,715,0,0,4,2118,429
,,,,,,
12/28/2020,413,0,0,11,2163,961
,,,,,,
12/28/2020,714,0,0,4,2120,965
,,,,,,
12/28/2020,511,0,0,7,2119,429
,,,,,,
12/28/2020,553,0,0,9,2131,419
,,,,,,
12/28/2020,116,0,100,8,2124,429
,,,,,,
12/28/2020,714,0,0,7,2125,419
,,,,,,
12/28/2020,745,0,0,8,2124,429
,,,,,,
12/28/2020,712,0,0,9,2115,340
,,,,,,
12/28/2020,735,0,0,12,2131,429
,,,,,,
12/28/2020,736,0,0,4,2116,519
,,,,,,
12/28/2020,113,1,1,6,2125,439
,,,,,,
12/28/2020,735,0,0,12,2131,429
,,,,,,
12/28/2020,900T,0,0,7,2121,960
,,,,,,
12/28/2020,553,0,0,4,2118,200
,,,,,,
12/28/2020,714,0,0,8,2124,429
,,,,,,
12/28/2020,611,0,0,7,2122,    
,,,,,,
12/28/2020,700,0,0,7,2125,241
,,,,,,
12/28/2020,743,0,0,6,2125,429
,,,,,,
12/28/2020,743,0,0,6,2127,519
,,,,,,
12/28/2020,111,15000,5000,8,2124,429
,,,,,,
12/28/2020,735,0,0,12,2131,429
,,,,,,
12/28/2020,651,0,0,6,2127,429
,,,,,,
12/28/2020,714,0,0,7,2118,500
,,,,,,
12/28/2020,553,0,0,6,2127,900
,,,,,,
12/28/2020,714,0,0,9,2119,322
,,,,,,
12/28/2020,611,0,0,9,2115,    
,,,,,,
12/28/2020,600,0,0,3,2108,900
,,,,,,
12/28/2020,552,0,0,9,2130,150
,,,,,,
12/28/2020,611,0,0,8,2124,    
,,,,,,
12/28/2020,714,0,0,4,2115,400
,,,,,,
12/28/2020,743,0,0,6,2210,429
,,,,,,
12/28/2020,553,0,0,4,2118,429
,,,,,,
12/28/2020,553,0,0,9,2130,900
,,,,,,
12/28/2020,411,0,0,11,2134,946
,,,,,,
12/28/2020,611,0,0,4,2118,    
,,,,,,
12/28/2020,745,0,0,12,2131,500
,,,,,,
12/28/2020,730,0,0,7,2125,241
,,,,,,
12/28/2020,745,0,0,8,2126,200
,,,,,,
12/28/2020,743,0,0,6,2127,400
,,,,,,
12/28/2020,611,0,0,8,2126,429
,,,,,,
12/28/2020,712,0,0,4,2215,500
,,,,,,
12/28/2020,650,0,0,6,2127,960
,,,,,,
12/28/2020,511,0,0,7,2121,965
,,,,,,
12/28/2020,551,0,0,7,2119,960
,,,,,,
12/28/2020,745,0,0,4,2116,807
,,,,,,
12/28/2020,700,0,0,1,2128,963
,,,,,,
12/28/2020,113,0,0,12,2132,429
,,,,,,
12/28/2020,745,0,0,12,2131,161
,,,,,,
12/28/2020,714,0,0,8,2126,429
,,,,,,
12/28/2020,111,300000,50000,11,2134,429
,,,,,,
12/28/2020,745,0,0,11,2134,400
,,,,,,
12/28/2020,712,0,0,6,2127,429
,,,,,,
12/28/2020,611,0,0,9,2120,    
,,,,,,
12/28/2020,611,0,0,9,2130,    
,,,,,,
12/28/2020,413,0,0,12,2130,962
,,,,,,
12/28/2020,553,0,0,12,2131,400
,,,,,,
12/28/2020,553,0,0,1,2128,419
,,,,,,
12/28/2020,611,0,0,6,2118,    
,,,,,,
12/28/2020,553,0,0,12,2131,960
,,,,,,
12/28/2020,553,0,0,12,2131,400
,,,,,,
12/28/2020,715,0,0,6,2127,400
,,,,,,
12/28/2020,113,0,50,6,2127,419
,,,,,,
12/28/2020,553,0,0,12,2132,419
,,,,,,
12/28/2020,553,0,0,11,2135,962
,,,,,,
12/28/2020,553,0,0,7,2121,429
,,,,,,
12/28/2020,733,0,0,12,2132,419
,,,,,,
12/28/2020,611,0,0,9,2119,    
,,,,,,
12/28/2020,550,0,0,3,2109,882
,,,,,,
12/28/2020,745,0,0,3,2108,400
,,,,,,
12/28/2020,651,0,0,7,2119,429
,,,,,,
12/28/2020,113,0,0,4,2118,400
,,,,,,
12/28/2020,113,0,0,8,2124,429
,,,,,,
12/28/2020,555,0,0,3,2110,174
,,,,,,
12/28/2020,553,0,0,6,2127,965
,,,,,,
12/28/2020,745,0,0,3,2108,400
,,,,,,
12/28/2020,553,0,0,1,2128,419
,,,,,,
12/28/2020,745,0,0,3,2114,882
,,,,,,
12/28/2020,715,0,0,9,2119,323
,,,,,,
12/28/2020,743,0,0,1,2128,429
,,,,,,
12/28/2020,553,0,0,3,2129,984
,,,,,,
12/28/2020,745,0,0,3,2114,429
,,,,,,
12/28/2020,600,0,0,7,2122,962
,,,,,,
12/28/2020,553,0,0,11,2134,961
,,,,,,
12/28/2020,424,0,0,12,2130,400
,,,,,,
12/28/2020,735,0,0,4,2118,400
,,,,,,
12/28/2020,736,0,0,11,2135,429
,,,,,,
12/28/2020,600,0,0,11,2134,961
,,,,,,
12/28/2020,600,0,0,7,2125,419
,,,,,,
12/28/2020,600,0,0,9,2115,331
,,,,,,
12/29/2020,552,0,0,6,2118,500
,,,,,,
12/29/2020,735,0,0,9,2130,173
,,,,,,
12/29/2020,553,0,0,1,2128,419
,,,,,,
12/29/2020,611,0,0,8,2126,429
,,,,,,
12/29/2020,611,0,0,7,2125,    
,,,,,,
12/29/2020,111,125000,25000,8,2126,419
,,,,,,
12/29/2020,611,0,0,12,2131,    
,,,,,,
12/29/2020,611,0,0,8,2124,    
,,,,,,
12/29/2020,712,0,0,9,2130,459
,,,,,,
12/29/2020,553,0,0,8,2126,400
,,,,,,
12/29/2020,714,0,0,4,2118,161
,,,,,,
12/29/2020,714,0,0,7,2125,500
,,,,,,
12/29/2020,522,0,0,12,2132,429
,,,,,,
12/29/2020,745,0,0,7,2125,500
,,,,,,
12/29/2020,553,0,0,6,2127,900
,,,,,,
12/29/2020,745,0,0,7,2125,500
,,,,,,
12/29/2020,743,0,0,6,2127,419
,,,,,,
12/29/2020,553,0,0,7,2119,500
,,,,,,
12/29/2020,745,0,0,3,2111,599
,,,,,,
12/29/2020,733,0,0,12,2132,429
,,,,,,
12/29/2020,451C,0,0,7,2122,0
,,,,,,
12/29/2020,746,0,0,6,2127,429
,,,,,,
12/29/2020,113,0,0,4,2215,429
,,,,,,
12/29/2020,743,0,0,6,2127,460
,,,,,,
12/29/2020,743,0,0,9,2130,459
,,,,,,
12/29/2020,553,0,0,7,2119,429
,,,,,,
12/29/2020,744,0,0,3,2110,599
,,,,,,
12/29/2020,160,0,0,11,2215,951
,,,,,,
12/29/2020,745,0,0,4,2111,599
,,,,,,
12/29/2020,700,0,0,4,2118,500
,,,,,,
12/29/2020,411,0,0,4,2118,549
,,,,,,
12/29/2020,742,0,0,9,2130,429
,,,,,,
12/29/2020,553,0,0,8,2124,500
,,,,,,
12/29/2020,113,0,0,4,2215,400
,,,,,,
12/29/2020,611,0,0,8,2126,    
,,,,,,
12/29/2020,743,0,0,7,2125,429
,,,,,,
12/29/2020,714,0,0,4,2215,400
,,,,,,
12/29/2020,743,0,0,8,2126,210
,,,,,,
12/29/2020,715,0,0,4,2115,439
,,,,,,
12/29/2020,900T,0,0,12,2132,900
,,,,,,
12/29/2020,553,0,0,4,2116,960
,,,,,,
12/29/2020,555,0,0,4,2111,341
,,,,,,
12/29/2020,743,0,0,3,2110,599
,,,,,,
12/29/2020,553,0,0,6,2118,900
,,,,,,
12/29/2020,113,0,0,4,2118,400
,,,,,,
12/29/2020,743,0,0,4,2115,429
,,,,,,
12/29/2020,736,0,0,11,2135,400
,,,,,,
12/29/2020,735,0,0,3,2129,419
,,,,,,
12/29/2020,733,0,0,4,2120,400
,,,,,,
12/29/2020,118,0,0,6,2210,700
,,,,,,
12/29/2020,611,0,0,4,2116,    
,,,,,,
12/29/2020,743,0,0,3,2111,599
,,,,,,
12/29/2020,743,0,0,6,2127,981
,,,,,,
12/29/2020,113,0,0,4,2215,400
,,,,,,
12/29/2020,745,0,0,4,2111,599
,,,,,,
12/29/2020,740,0,0,11,2135,429
,,,,,,
12/29/2020,511,0,0,4,2215,900
,,,,,,
12/29/2020,736,0,0,12,2132,419
,,,,,,
12/29/2020,142,0,0,8,2124,174
,,,,,,
12/29/2020,711,0,0,3,2109,900
,,,,,,
12/29/2020,733,0,0,4,2118,400
,,,,,,
12/29/2020,551,0,0,9,2119,800
,,,,,,
12/29/2020,711,0,0,4,2118,963
,,,,,,
12/29/2020,553,0,0,11,2134,429
,,,,,,
12/29/2020,522,0,0,11,2134,900
,,,,,,
12/29/2020,553,0,0,3,2109,900
,,,,,,
12/29/2020,553,0,0,12,2132,962
,,,,,,
12/29/2020,735,0,0,4,2118,400
,,,,,,
12/29/2020,611,0,0,3,2114,    
,,,,,,
12/29/2020,550,0,0,11,2135,921
,,,,,,
12/29/2020,743,0,0,12,2136,500
,,,,,,
12/29/2020,621,0,0,6,2127,UUU 
,,,,,,
12/29/2020,711,0,0,3,2109,900
,,,,,,
12/29/2020,553,0,0,4,2111,174
,,,,,,
12/29/2020,553,0,0,3,2116,963
,,,,,,
12/29/2020,743,0,0,9,2119,429
,,,,,,
12/29/2020,111,0,50000,7,2122,429
,,,,,,
12/29/2020,715,0,0,4,2116,400
,,,,,,
12/29/2020,621,0,0,6,2118,0
,,,,,,
12/29/2020,553,0,0,6,2125,965
,,,,,,
12/29/2020,553,0,0,12,2136,400
,,,,,,
12/29/2020,400,0,0,9,2121,400
,,,,,,
12/29/2020,746,0,0,12,2132,419
,,,,,,
12/29/2020,441,0,0,3,2129,429
,,,,,,
12/29/2020,551,0,0,3,2129,429
,,,,,,
12/29/2020,743,0,0,4,2215,429
,,,,,,
12/29/2020,600,0,0,9,2130,100
,,,,,,
12/29/2020,553,0,0,8,2124,419
,,,,,,
12/29/2020,740,0,0,11,2134,549
,,,,,,
12/29/2020,745,0,0,4,2111,161
,,,,,,
12/29/2020,745,0,0,4,2118,331
,,,,,,
12/29/2020,746,0,0,1,2128,429
,,,,,,
12/29/2020,522,0,0,4,2215,331
,,,,,,
12/29/2020,743,0,0,9,2130,429
,,,,,,
12/29/2020,113,0,10,9,2119,400
,,,,,,
12/29/2020,743,0,0,6,2127,429
,,,,,,
12/29/2020,735,0,0,3,2129,400
,,,,,,
12/29/2020,712,0,0,4,2111,596
,,,,,,
12/29/2020,554,0,0,8,2122,400
,,,,,,
12/29/2020,743,0,0,11,2135,419
,,,,,,
12/29/2020,553,0,0,6,2127,900
,,,,,,
12/30/2020,714,0,0,4,2116,429
,,,,,,
12/30/2020,714,0,0,4,2116,0
,,,,,,
12/30/2020,553,0,0,12,2136,419
,,,,,,
12/30/2020,715,0,0,8,2124,400
,,,,,,
12/30/2020,714,0,0,4,2116,0
,,,,,,
12/30/2020,150,0,0,6,2118,100
,,,,,,
12/30/2020,553,0,0,12,2136,429
,,,,,,
12/30/2020,714,0,0,4,2116,0
,,,,,,
12/30/2020,735,0,0,7,2121,429
,,,,,,
12/30/2020,554,0,0,9,2115,429
,,,,,,
12/30/2020,113,0,0,4,2118,439
,,,,,,
12/30/2020,745,0,0,1,2128,500
,,,,,,
12/30/2020,553,0,0,9,2119,400
,,,,,,
12/30/2020,553,0,0,8,2124,311
,,,,,,
12/30/2020,553,0,0,6,2118,    
,,,,,,
12/30/2020,736,0,0,7,2122,429
,,,,,,
12/30/2020,745,0,0,3,2108,400
,,,,,,
12/30/2020,600,0,0,11,2134,429
,,,,,,
12/30/2020,151,0,0,4,2215,807
,,,,,,
12/30/2020,714,0,0,6,2127,429
,,,,,,
12/30/2020,600,0,0,12,2132,419
,,,,,,
12/30/2020,611,0,0,3,2110,    
,,,,,,
12/30/2020,745,0,0,4,2111,599
,,,,,,
12/30/2020,735,0,0,8,2126,564
,,,,,,
12/30/2020,745,0,0,9,2121,500
,,,,,,
12/30/2020,611,0,0,8,2126,    
,,,,,,
12/30/2020,553,0,0,9,2130,963
,,,,,,
12/30/2020,745,0,0,9,2130,200
,,,,,,
12/30/2020,652,0,0,6,2127,429
,,,,,,
12/30/2020,900T,0,0,9,2130,962
,,,,,,
12/30/2020,113,0,0,11,2135,429
,,,,,,
12/30/2020,531,0,0,3,2111,500
,,,,,,
12/30/2020,554,0,0,11,2135,419
,,,,,,
12/30/2020,553,0,0,6,2118,    
,,,,,,
12/30/2020,714,0,0,8,2122,429
,,,,,,
12/30/2020,113,0,0,9,2119,419
,,,,,,
12/30/2020,714,0,0,4,2215,400
,,,,,,
12/30/2020,553,0,0,9,2130,311
,,,,,,
12/30/2020,611,0,0,9,2119,    
,,,,,,
12/30/2020,553,0,0,12,2132,400
,,,,,,
12/30/2020,442,0,0,3,2114,519
,,,,,,
12/30/2020,746,0,0,6,2127,419
,,,,,,
12/30/2020,743,0,0,4,2116,500
,,,,,,
12/30/2020,553,0,0,6,2210,500
,,,,,,
12/30/2020,554,0,0,1,2128,400
,,,,,,
12/30/2020,745,0,0,6,2127,429
,,,,,,
12/30/2020,700,0,0,1,2128,429
,,,,,,
12/30/2020,600,0,0,4,2116,429
,,,,,,
12/30/2020,651,0,0,8,2124,429
,,,,,,
12/30/2020,553,0,0,4,2116,174
,,,,,,
12/30/2020,745,0,0,8,2124,429
,,,,,,
12/30/2020,740,0,0,4,2118,300
,,,,,,
12/30/2020,113,0,0,8,2126,429
,,,,,,
12/30/2020,553,0,0,3,2114,174
,,,,,,
12/30/2020,113,0,0,7,2121,400
,,,,,,
12/30/2020,553,0,0,4,2199,500
,,,,,,
12/30/2020,411,0,0,8,2126,965
,,,,,,
12/30/2020,553,0,0,3,2129,900
,,,,,,
12/30/2020,743,0,0,4,2215,400
,,,,,,
12/30/2020,733,0,0,4,2116,500
,,,,,,
12/30/2020,651,0,0,9,2115,331
,,,,,,
12/30/2020,730,0,0,6,2210,599
,,,,,,
12/30/2020,500,0,0,4,2215,400
,,,,,,
12/30/2020,118,3000,0,3,2114,400
,,,,,,
12/30/2020,712,0,0,4,2118,400
,,,,,,
12/30/2020,736,0,0,11,2135,429
,,,,,,
12/30/2020,745,0,0,12,2136,429
,,,,,,
12/30/2020,553,0,0,4,2116,960
,,,,,,
12/30/2020,745,0,0,4,2111,599
,,,,,,
12/30/2020,500,0,0,8,2126,400
,,,,,,
12/30/2020,553,0,0,4,2215,429
,,,,,,
12/30/2020,442,0,0,8,2124,419
,,,,,,
12/30/2020,400,0,0,11,2135,962
,,,,,,
12/30/2020,735,0,0,12,2131,429
,,,,,,
12/30/2020,553,0,0,9,2130,900
,,,,,,
12/30/2020,611,0,0,4,2215,    
,,,,,,
12/30/2020,714,0,0,6,2125,580
,,,,,,
12/30/2020,714,0,0,6,2125,500
,,,,,,
12/30/2020,745,0,0,11,2135,429
,,,,,,
12/30/2020,553,0,0,3,2108,161
,,,,,,
12/30/2020,552,0,0,1,2128,    
,,,,,,
12/30/2020,500,0,0,8,2126,400
,,,,,,
12/30/2020,746,0,0,9,2130,429
,,,,,,
12/30/2020,553,0,0,11,2135,419
,,,,,,
12/30/2020,113,0,0,4,2115,200
,,,,,,
12/30/2020,553,0,0,8,2126,960
,,,,,,
12/30/2020,745,0,0,9,2130,400
,,,,,,
12/30/2020,553,0,0,8,2126,429
,,,,,,
12/30/2020,424,0,0,11,2135,429
,,,,,,
12/30/2020,745,0,0,11,2134,429
,,,,,,
12/30/2020,424,0,0,9,2130,429
,,,,,,
12/30/2020,732,0,0,6,2127,429
,,,,,,
12/30/2020,553,0,0,4,2115,400
,,,,,,
12/30/2020,611,0,0,7,2119,    
,,,,,,
12/31/2020,714,0,0,6,2118,500
,,,,,,
12/31/2020,131,75000,1000,9,2119,963
,,,,,,
12/31/2020,553,0,0,7,2121,960
,,,,,,
12/31/2020,113,25,25,9,2119,429
,,,,,,
12/31/2020,424,0,0,11,2135,400
,,,,,,
12/31/2020,714,0,0,7,2121,429
,,,,,,
12/31/2020,154,0,0,12,2467,962
,,,,,,
12/31/2020,714,0,0,7,2121,429
,,,,,,
12/31/2020,743,0,0,12,2132,429
,,,,,,
12/31/2020,714,0,0,4,2199,500
,,,,,,
12/31/2020,500,0,0,8,2126,400
,,,,,,
12/31/2020,743,0,0,12,2132,331
,,,,,,
12/31/2020,113,0,0,4,2115,    
,,,,,,
12/31/2020,553,0,0,7,2119,    
,,,,,,
12/31/2020,745,0,0,9,2119,429
,,,,,,
12/31/2020,553,0,0,6,2118,    
,,,,,,
12/31/2020,611,0,0,6,2127,    
,,,,,,
12/31/2020,112,10000,0,3,2129,0
,,,,,,
12/31/2020,745,0,0,3,2109,599
,,,,,,
12/31/2020,553,0,0,4,2215,    
,,,,,,
12/31/2020,553,0,0,6,2210,960
,,,,,,
12/31/2020,745,0,0,4,2118,0
,,,,,,
12/31/2020,733,0,0,9,2130,419
,,,,,,
12/31/2020,554,0,0,11,2135,419
,,,,,,
12/31/2020,735,0,0,7,2125,429
,,,,,,
12/31/2020,745,0,0,9,2121,400
,,,,,,
12/31/2020,553,0,0,4,2118,0
,,,,,,
12/31/2020,700,0,0,4,2118,429
,,,,,,
12/31/2020,553,0,0,6,2118,300
,,,,,,
12/31/2020,553,0,0,8,2126,419
,,,,,,
12/31/2020,714,0,0,4,2116,    
,,,,,,
12/31/2020,553,0,0,6,2127,174
,,,,,,
12/31/2020,553,0,0,3,2111,960
,,,,,,
12/31/2020,553,0,0,4,2118,419
,,,,,,
12/31/2020,611,0,0,9,2215,    
,,,,,,
12/31/2020,600,0,0,8,2124,400
,,,,,,
12/31/2020,500,0,0,11,2134,900
,,,,,,
12/31/2020,553,0,0,4,2118,900
,,,,,,
12/31/2020,553,0,0,8,2126,419
,,,,,,
12/31/2020,611,0,0,9,2130,    
,,,,,,
12/31/2020,551,0,0,7,2121,    
,,,,,,
12/31/2020,714,0,0,8,2126,400
,,,,,,
12/31/2020,113,1000,1000,12,2131,429
,,,,,,
12/31/2020,611,0,0,7,2118,    
,,,,,,
12/31/2020,553,0,0,12,2131,400
,,,,,,
12/31/2020,900T,0,0,6,0,946
,,,,,,
12/31/2020,113,100,100,1,2128,439
,,,,,,
12/31/2020,113,0,0,4,2118,429
,,,,,,
12/31/2020,440,0,0,12,2136,419
,,,,,,
12/31/2020,531,0,0,1,2128,429
,,,,,,
12/31/2020,118,0,0,1,2128,429
,,,,,,
12/31/2020,113,1000,1000,12,2132,419
,,,,,,
12/31/2020,611,0,0,7,2119,    
,,,,,,
12/31/2020,553,0,0,4,2111,900
,,,,,,
12/31/2020,550,0,0,3,2114,960
,,,,,,
12/31/2020,553,0,0,1,2128,962
,,,,,,
12/31/2020,600,0,0,8,2126,419
,,,,,,
12/31/2020,553,0,0,11,2134,459
,,,,,,
12/31/2020,424,0,0,8,2126,419
,,,,,,
12/31/2020,443,0,0,4,2115,500
,,,,,,
12/31/2020,743,0,0,4,2215,400
,,,,,,
12/31/2020,611,0,0,7,2121,    
,,,,,,
12/31/2020,553,0,0,11,2134,960
,,,,,,
12/31/2020,714,0,0,4,2116,400
,,,,,,
12/31/2020,600,0,0,3,2108,960
,,,,,,
12/31/2020,552,0,0,8,2124,429
,,,,,,
12/31/2020,611,0,0,4,2111,    
,,,,,,
12/31/2020,653,0,0,6,2127,962
,,,,,,
12/31/2020,553,0,0,4,2111,0
,,,,,,
12/31/2020,745,0,0,3,2114,429
,,,,,,
12/31/2020,611,0,0,9,2130,    
,,,,,,
12/31/2020,451C,0,0,7,2122,0
,,,,,,
12/31/2020,733,0,0,7,2122,419
,,,,,,
12/31/2020,745,0,0,9,2121,439
,,,,,,
12/31/2020,561,0,0,6,2127,962
,,,,,,
12/31/2020,131,10000,2000,7,2124,900
,,,,,,
12/31/2020,553,0,0,12,2136,962
,,,,,,
12/31/2020,420,0,0,11,2135,449
,,,,,,
12/31/2020,714,0,0,4,2116,592
,,,,,,
12/31/2020,745,0,0,9,2119,429
,,,,,,
12/31/2020,413,0,0,8,2122,900
,,,,,,
12/31/2020,745,0,0,12,2130,429
,,,,,,
12/31/2020,745,0,0,9,2119,429
,,,,,,
12/31/2020,600,0,0,7,2125,429
,,,,,,
12/31/2020,113,0,0,8,2124,400
,,,,,,
12/31/2020,743,0,0,3,2114,400
,,,,,,
12/31/2020,553,0,0,4,2215,429
,,,,,,
12/31/2020,611,0,0,3,2111,    
,,,,,,
12/31/2020,714,0,0,8,2124,400
,,,,,,
12/31/2020,712,0,0,4,2116,429
,,,,,,
12/31/2020,113,10,10,4,2115,400
,,,,,,
12/31/2020,715,0,0,8,2124,429
,,,,,,
12/31/2020,714,0,0,8,2126,400
,,,,,,
12/31/2020,113,0,0,9,2130,429
,,,,,,
12/31/2020,553,0,0,12,2130,173
,,,,,,
12/31/2020,500,0,0,12,2131,400
,,,,,,
12/31/2020,424,0,0,4,2118,400
,,,,,,
12/31/2020,553,0,0,3,2129,    
,,,,,,
12/31/2020,113,0,0,4,2116,429
,,,,,,
12/31/2020,553,0,0,8,2126,900
,,,,,,
12/31/2020,424,0,0,9,2119,419
,,,,,,
12/31/2020,745,0,0,11,2135,429
,,,,,,
12/31/2020,553,0,0,9,2119,400
,,,,,,
12/31/2020,553,0,0,9,2121,962
,,,,,,
12/31/2020,113,0,0,9,2130,439
,,,,,,
12/31/2020,745,0,0,11,2135,131
,,,,,,
12/31/2020,111,2000,1000,11,2134,400
,,,,,,
12/31/2020,711,0,0,6,2125,960
,,,,,,
